要保人ID,高資產機率
C004967,0.311184616
C001080,0.211176514
C006892,0.316857294
C006831,0.247479064
C000433,0.29402498
C004746,0.229072667
C008952,0.234352507
C010031,0.317259509
C001908,0.102293741
C000212,0.270640284
C005830,0.191927914
C005919,0.202509973
C009960,0.206308288
C008838,0.247649887
C007162,0.220929031
C007011,0.390499883
C011920,0.237107155
C002188,0.242826662
C009730,0.397542102
C008386,0.333486478
C001521,0.367050152
C004651,0.202713249
C001257,0.2119119
C011062,0.244467244
C012254,0.299091093
C012057,0.197532985
C004475,0.242881645
C010539,0.265171631
C012156,0.260650801
C002415,0.232746688
C005423,0.242911193
C006111,0.346257055
C008606,0.143293549
C011001,0.183620103
C005374,0.280499279
C008456,0.318786739
C007868,0.249814478
C000454,0.282070304
C002033,0.252983678
C005208,0.191241071
C002668,0.257101195
C012169,0.197767351
C002804,0.249100044
C001737,0.308115704
C007324,0.213553994
C009688,0.182107406
C005577,0.136132491
C011053,0.333328896
C004417,0.358858412
C004819,0.489784658
C005038,0.180664647
C002593,0.189191648
C005358,0.218236485
C007373,0.305567086
C010649,0.352831592
C003510,0.756117838
C002649,0.180228551
C011963,0.251050673
C008755,0.227464497
C007728,0.343679008
C001972,0.375522901
C005067,0.293000122
C005131,0.196732011
C004041,0.41897633
C000033,0.258181688
C002961,0.239445561
C004747,0.214545581
C001222,0.299110905
C012235,0.255665025
C003653,0.205274199
C003814,0.441321456
C002062,0.175544086
C003921,0.232320206
C010726,0.277755163
C005471,0.201181566
C004529,0.369054829
C000120,0.307211138
C011759,0.222863817
C002262,0.243578946
C001092,0.213504965
C006320,0.268559539
C011440,0.326413753
C008366,0.297810856
C004821,0.304797849
C007290,0.301577145
C011619,0.186879524
C007639,0.624844661
C000137,0.191062158
C006117,0.568548861
C006112,0.365865017
C009973,0.24375054
C000532,0.202806605
C005839,0.365883615
C003188,0.308208327
C009174,0.220276627
C000985,0.181195662
C001634,0.597979816
C011466,0.18084083
C008346,0.212668071
C001542,0.309776897
C009747,0.227635501
C005320,0.21907377
C008867,0.355040604
C006972,0.275815663
C009269,0.442178601
C010820,0.240268797
C005276,0.460566147
C007433,0.248073624
C002967,0.28248654
C001490,0.370778112
C005225,0.380103286
C010143,0.409408739
C004994,0.339810263
C009147,0.226581947
C000244,0.48217196
C002532,0.426720269
C009128,0.199295407
C011918,0.382029372
C011365,0.295165212
C001956,0.247772984
C003073,0.060923402
C011246,0.179504926
C001232,0.250980131
C005539,0.430543003
C006296,0.259813417
C010266,0.382825906
C006338,0.216943263
C003696,0.170892165
C000901,0.184575975
C010721,0.236472702
C000398,0.441580596
C009396,0.220131954
C002840,0.340299256
C005832,0.247465962
C012155,0.450543607
C003096,0.324740682
C007400,0.292132542
C001781,0.067086794
C010847,0.686062842
C007632,0.54438137
C005409,0.324445351
C010489,0.204011062
C008063,0.318610768
C006808,0.155576428
C007993,0.208084951
C008767,0.260117901
C008677,0.512236064
C011032,0.41611592
C006902,0.386631076
C004074,0.275691848
C011095,0.260669127
C006563,0.321168546
C003030,0.200382739
C000458,0.147618809
C004727,0.201788176
C011159,0.159897231
C011635,0.024520872
C010379,0.26633749
C002332,0.154625734
C005316,0.141684848
C003900,0.237206298
C004641,0.164198697
C005583,0.18886664
C000130,0.15925582
C000164,0.164895979
C003331,0.166594537
C003494,0.156471335
C000216,0.186944763
C011535,0.215818506
C012058,0.152071488
C011674,0.357443563
C000615,0.14599173
C010641,0.133914836
C001951,0.111171437
C002939,0.14795693
C003102,0.223478326
C002028,0.155455598
C007746,0.165279598
C010980,0.170049898
C008535,0.279516257
C000278,0.265826324
C002973,0.166097837
C004363,0.261157117
C002953,0.166194819
C005094,0.145105368
C001132,0.183788909
C005294,0.180126326
C003325,0.34082371
C010265,0.14571163
C010284,0.212278579
C005852,0.185580106
C010060,0.172060862
C007684,0.131129819
C007056,0.188894867
C006342,0.135058231
C006303,0.374865714
C001678,0.141040195
C011216,0.185290526
C009732,0.296751343
C005657,0.134523647
C003418,0.136364499
C010661,0.135822512
C008325,0.224098032
C011684,0.137849688
C007147,0.331926982
C009779,0.345833892
C011250,0.202479909
C007552,0.304469961
C002930,0.130929631
C011021,0.144843647
C002383,0.156134274
C010893,0.116875665
C009351,0.198753156
C006378,0.135219335
C010999,0.182109954
C009106,0.101039158
C008973,0.364463641
C006442,0.288326445
C003591,0.127006781
C004928,0.087123477
C002754,0.116226013
C006290,0.145863983
C003359,0.134201113
C009188,0.27798951
C004788,0.219137422
C010336,0.120881127
C011790,0.097247446
C003880,0.224841947
C004115,0.299639219
C000893,0.175762273
C007803,0.130805557
C005984,0.192418761
C011508,0.173177076
C003040,0.076310956
C003950,0.230872684
C005826,0.163104207
C005591,0.070617428
C007657,0.081983995
C005495,0.218533484
C011988,0.135607506
C004353,0.103403941
C000987,0.200076928
C002001,0.306135702
C007148,0.272728664
C010045,0.157802614
C003451,0.178695407
C002439,0.275286718
C012164,0.189869318
C007597,0.194314331
C008228,0.293527753
C009359,0.284281449
C004180,0.176038322
C005025,0.242147812
C006767,0.211151179
C011052,0.189789127
C000157,0.109657338
C010963,0.230734519
C003693,0.186702528
C012025,0.150971668
C002786,0.208188662
C011740,0.149317914
C011222,0.083507564
C003445,0.062840241
C009088,0.162929136
C002549,0.105542282
C000336,0.440324819
C005299,0.363461025
C010280,0.466921211
C000422,0.379721374
C000393,0.359824279
C004496,0.445935897
C001277,0.331319096
C004097,0.398989204
C004818,0.503798169
C004469,0.435659413
C002567,0.503626177
C011291,0.506266927
C008334,0.505191004
C008466,0.388096151
C005957,0.390226515
C001047,0.372467486
C003466,0.412889788
C003327,0.411252185
C007273,0.490207947
C002845,0.418731428
C009181,0.450771057
C004553,0.387312153
C003638,0.394264422
C000133,0.347739487
C007777,0.456719708
C005551,0.493005796
C010701,0.41945667
C002665,0.400626302
C009068,0.454695722
C004992,0.519719209
C009959,0.367559634
C011418,0.362182638
C005196,0.440896353
C009571,0.39135579
C011071,0.274532655
C002578,0.48876255
C008445,0.490672578
C006411,0.232562154
C005575,0.280400442
C002252,0.257872583
C009628,0.400674313
C002516,0.354923141
C008289,0.52631815
C003015,0.402301481
C001753,0.319951978
C010106,0.220625173
C011027,0.27883959
C008748,0.270979835
C006791,0.432146477
C009287,0.333996451
C007079,0.291816122
C006639,0.376956772
C000300,0.253731303
C011830,0.2939157
C008172,0.256904879
C011652,0.379217869
C001451,0.300809259
C001572,0.280474598
C001122,0.300104881
C001738,0.491841899
C001711,0.283854751
C006720,0.33423368
C004959,0.251441595
C009284,0.287777025
C000497,0.218349994
C010911,0.324331926
C007536,0.310813516
C009980,0.279377426
C008934,0.300944753
C003498,0.213976557
C001946,0.333658098
C006585,0.443444816
C011352,0.25803514
C004403,0.350879675
C005978,0.334187031
C010080,0.283521695
C004323,0.469223832
C007767,0.370732645
C003500,0.369109956
C009513,0.315758534
C010778,0.479935002
C001319,0.283803582
C005699,0.363845421
C005408,0.461988598
C008597,0.343430502
C009498,0.590258961
C001681,0.379444521
C007883,0.400745608
C004717,0.722326824
C002674,0.255105309
C007160,0.381334707
C008166,0.560450491
C009406,0.533384849
C010340,0.110915139
C008450,0.315475021
C006132,0.254354386
C004457,0.213398807
C002152,0.185568341
C004487,0.367460758
C000308,0.652801827
C007253,0.462021017
C009012,0.289230092
C001436,0.330764783
C002239,0.321916117
C001603,0.358339469
C001100,0.240651829
C008401,0.221118864
C007802,0.436331119
C003523,0.235084278
C007951,0.326343878
C009859,0.408566666
C009087,0.463074791
C008817,0.384659032
C006896,0.309512812
C006331,0.31366244
C005813,0.297611167
C007266,0.308777253
C004251,0.384240185
C004920,0.342307047
C011018,0.443058249
C000155,0.258577338
C006544,0.494107173
C001666,0.191551718
C008559,0.269883677
C011666,0.177446007
C009903,0.269364184
C002312,0.257813696
C004081,0.173102239
C011867,0.342575649
C006204,0.184146205
C006231,0.210384713
C000597,0.184422957
C003440,0.196482899
C006612,0.176782616
C002975,0.213907383
C005925,0.327817683
C009963,0.219745648
C000932,0.171287946
C000290,0.189347406
C004387,0.224377562
C001358,0.17364361
C002274,0.183905585
C005207,0.181210253
C006571,0.17356949
C011134,0.198230492
C007033,0.201163188
C001219,0.171172455
C009734,0.376336951
C006525,0.115782517
C011498,0.17281478
C011573,0.171778224
C004129,0.175375666
C001023,0.178856448
C010545,0.198898099
C009265,0.162589682
C011322,0.145560642
C003648,0.152974256
C001698,0.139719894
C000271,0.158640652
C002413,0.161732441
C008181,0.336031249
C004609,0.21040479
C005441,0.18527162
C009151,0.225669127
C000792,0.256201714
C001303,0.373180437
C007404,0.119360387
C000510,0.119450094
C003307,0.337754718
C001382,0.441297276
C008036,0.139138549
C011593,0.157800589
C005524,0.363335094
C010870,0.099399388
C009564,0.139323975
C002940,0.196724708
C002556,0.310062266
C005175,0.447538197
C011774,0.629843861
C001335,0.428047411
C007333,0.458587259
C003135,0.302477373
C005118,0.371231771
C010740,0.267426534
C002010,0.347058618
C005386,0.274080956
C005411,0.241881869
C004857,0.172472143
C002576,0.254052464
C005080,0.077650753
C011226,0.807790945
C002931,0.312242355
C003401,0.292344897
C005328,0.271596398
C006353,0.365337996
C009212,0.409588681
C010085,0.421142319
C002897,0.070061003
C009031,0.04427483
C008961,0.353764691
C005937,0.506907815
C007097,0.334885586
C010801,0.336629042
C003348,0.704050843
C004527,0.288788559
C002751,0.388639212
C005146,0.493595963
C007553,0.273503743
C005491,0.335136138
C002475,0.295306314
C009096,0.532507995
C010907,0.4048488
C002472,0.307502734
C005393,0.44787357
C005141,0.258015946
C001900,0.039374754
C005092,0.265807147
C006315,0.346870462
C008139,0.631315473
C012132,0.422572936
C010700,0.287272196
C001216,0.161484943
C009133,0.200136291
C009531,0.314321526
C009726,0.289140595
C004899,0.228802407
C008033,0.247234155
C008220,0.719114972
C008041,0.270621708
C004491,0.299784027
C005683,0.328838392
C000324,0.413736859
C006452,0.283915346
C001776,0.160630222
C010575,0.40121207
C007808,0.277926972
C000859,0.205328494
C002412,0.264414872
C003055,0.322634105
C003892,0.316493433
C000858,0.245755439
C003537,0.475023585
C012131,0.29742415
C011936,0.320890032
C009440,0.231955299
C006479,0.412501728
C010194,0.249988574
C001957,0.231988609
C001021,0.048605689
C003725,0.267807929
C001942,0.389606029
C008471,0.421547632
C003828,0.492994884
C008963,0.266123042
C009468,0.362975009
C005348,0.200486811
C003293,0.586276193
C010166,0.044830506
C006746,0.034351758
C002055,0.20434902
C005844,0.474124364
C000259,0.485839304
C004433,0.157929674
C009117,0.23238421
C007976,0.245659123
C008763,0.074029504
C010746,0.318526728
C003013,0.317616021
C005720,0.205019207
C002860,0.192454335
C008964,0.326255693
C012352,0.237592583
C006078,0.279332096
C003626,0.206077482
C002151,0.187942011
C003076,0.755328372
C006975,0.566522266
C010601,0.143909326
C005856,0.460799651
C008591,0.341103825
C003024,0.294885892
C001063,0.29763471
C001686,0.252843198
C001325,0.395853106
C000755,0.733094497
C002220,0.247901912
C001888,0.442417679
C005529,0.665706481
C008702,0.230684305
C002039,0.419209256
C006081,0.313771877
C003962,0.034398447
C006703,0.295015293
C004722,0.263813339
C000690,0.504568791
C011743,0.361273711
C010133,0.254086506
C002509,0.376034717
C003148,0.279856006
C000465,0.235181104
C006210,0.334869502
C006907,0.23622533
C001393,0.187778988
C007526,0.181599162
C011478,0.33089076
C007164,0.332872197
C009777,0.493039357
C001653,0.295500993
C001650,0.287227272
C000811,0.21685197
C000500,0.263009548
C011427,0.207572021
C007869,0.177002968
C010903,0.371556065
C001790,0.283255619
C001076,0.227632214
C007060,0.273443645
C005210,0.240655299
C009178,0.535859442
C005255,0.406318036
C006517,0.280853184
C003750,0.048092416
C000196,0.39943375
C006155,0.205604775
C003304,0.191986953
C010560,0.292353176
C005332,0.241460687
C009907,0.216927668
C001811,0.244608899
C002694,0.371983983
C001847,0.343107861
C006799,0.204791783
C006464,0.16467708
C000126,0.281891861
C004743,0.357105572
C008060,0.431591345
C012207,0.285585963
C008765,0.574115212
C003353,0.331702594
C010018,0.277810151
C009941,0.336622175
C006073,0.168868985
C009799,0.206438356
C008645,0.261297362
C008375,0.276608958
C007586,0.201410579
C008034,0.258111848
C007713,0.390993622
C003199,0.203691387
C005748,0.243673616
C003009,0.249939272
C010666,0.245556658
C009310,0.33369487
C008985,0.544152101
C004960,0.435951829
C002503,0.179114353
C007985,0.280130694
C009069,0.421207142
C005426,0.354462262
C012141,0.209366581
C006522,0.197890544
C002172,0.331225885
C006227,0.27784852
C008896,0.284629458
C004399,0.215117977
C006142,0.420231994
C009492,0.044511457
C003476,0.121695931
C008730,0.763807524
C001061,0.182105963
C003777,0.203023773
C009225,0.158295003
C009761,0.136592798
C009774,0.23901239
C005452,0.262847681
C003329,0.212399755
C007379,0.260295476
C003029,0.173870492
C011334,0.162159856
C000038,0.169751092
C011419,0.291925609
C008834,0.171927921
C007544,0.213364224
C005560,0.168045476
C005142,0.196073284
C003988,0.164751994
C008864,0.340994974
C001434,0.153434165
C012304,0.14532541
C008502,0.19063289
C001788,0.143161823
C003891,0.150437844
C012053,0.203086053
C006586,0.084262276
C000015,0.344562614
C000516,0.202278659
C000573,0.210016491
C003511,0.36647832
C009163,0.328856594
C002225,0.136034086
C002638,0.303228167
C009389,0.160091868
C012238,0.136374546
C009885,0.138410127
C006652,0.160523204
C007232,0.142858763
C010227,0.226447463
C002698,0.085688816
C007293,0.288245958
C008176,0.165710689
C000094,0.137001995
C006334,0.14469616
C007606,0.140467607
C000907,0.097464391
C003217,0.093457993
C007380,0.170321304
C002087,0.254512187
C010278,0.110865122
C010093,0.088576251
C000140,0.11325677
C009340,0.162720885
C011583,0.06139504
C001932,0.35958316
C009255,0.11436066
C006782,0.18680638
C005975,0.18747458
C002815,0.11268053
C003082,0.158811631
C011799,0.225127778
C011401,0.111313329
C003826,0.086634506
C002323,0.086288053
C001264,0.187843114
C008530,0.23974194
C009433,0.422822757
C009580,0.2100215
C000279,0.209849189
C006243,0.219809387
C011450,0.376335147
C010097,0.162811427
C001607,0.372230355
C008254,0.404730297
C001913,0.376644338
C011425,0.315671066
C005450,0.434123268
C005173,0.568845439
C010669,0.460824247
C009139,0.588518003
C011097,0.419382677
C011087,0.617356448
C000139,0.329137636
C001757,0.434898448
C006066,0.455031676
C001028,0.333957316
C000456,0.404261292
C011431,0.304785543
C012171,0.418779956
C003363,0.384391751
C001685,0.54039678
C007510,0.96406615
C007305,0.232142677
C003245,0.423360029
C007026,0.234394982
C011765,0.282579517
C008182,0.349480624
C002114,0.342543619
C000247,0.056070666
C006795,0.687340805
C009100,0.317632374
C010629,0.297264048
C002622,0.245277917
C010760,0.237826925
C009866,0.430263215
C005800,0.615217364
C006979,0.404845793
C002003,0.291582527
C008514,0.180030261
C002876,0.244436276
C009915,0.264863554
C000058,0.329779612
C005616,0.208708193
C001978,0.252931104
C002835,0.2925742
C003743,0.336801371
C001423,0.275278094
C004815,0.301224
C008415,0.328188452
C001148,0.04352032
C006570,0.356061488
C010090,0.052676759
C003020,0.253431963
C008918,0.252979893
C001963,0.342215438
C007096,0.346118688
C004837,0.289797124
C007004,0.220020254
C006082,0.399504899
C007607,0.284937144
C012204,0.32617738
C002489,0.985533596
C003702,0.338103816
C002781,0.438664065
C007288,0.289775917
C008177,0.315090805
C009733,0.438681268
C006224,0.271283845
C003642,0.594783812
C003264,0.365820583
C012265,0.563340901
C008818,0.245670233
C011024,0.314762686
C003132,0.190601297
C010124,0.379360797
C006903,0.206171934
C007592,0.217858795
C006410,0.178355992
C010206,0.606258401
C004620,0.311726453
C003765,0.106151661
C009473,0.157735578
C010853,0.178644399
C005586,0.253312055
C002859,0.18762019
C003770,0.196122422
C002780,0.170954703
C007768,0.182846755
C006048,0.646607733
C005767,0.10642756
C004352,0.248663935
C006067,0.186134304
C010869,0.092680651
C008790,0.109207401
C002495,0.71397162
C002276,0.069884475
C003981,0.391015584
C005020,0.431517751
C009504,0.31194879
C007179,0.811760924
C002118,0.324211992
C003728,0.453296084
C004504,0.437645566
C009584,0.596724361
C008657,0.331234039
C007996,0.259335204
C001914,0.227707522
C003390,0.510191532
C006821,0.410146966
C006918,0.096574878
C006737,0.357128467
C012335,0.306985756
C010028,0.517023342
C010875,0.428367672
C005126,0.373387103
C001262,0.303623214
C001510,0.201898488
C010292,0.213738552
C009173,0.828816287
C003075,0.309171532
C002434,0.370068452
C009544,0.253842176
C003470,0.342960218
C001879,0.302586787
C004210,0.206396578
C009487,0.216476871
C000866,0.537862384
C009766,0.420605959
C003294,0.483426034
C011190,0.191025555
C010918,0.606053673
C003285,0.142024732
C009355,0.45847338
C009548,0.17494473
C006362,0.282768886
C008592,0.30984385
C002144,0.468336075
C009466,0.328444114
C010457,0.38991494
C000452,0.346240314
C000506,0.217986046
C000954,0.283502375
C011012,0.246405526
C002449,0.248543807
C002812,0.353225472
C003182,0.214980862
C006244,0.174215866
C001440,0.781279543
C001337,0.23795999
C005372,0.152744721
C011729,0.205290507
C008642,0.326987832
C006399,0.239043508
C003608,0.564809352
C007783,0.264724728
C003230,0.208391644
C002335,0.227797441
C012066,0.267659812
C000330,0.040699269
C008150,0.170435244
C004755,0.173598995
C006387,0.271454126
C008167,0.166610602
C001190,0.256208343
C008462,0.249744385
C003388,0.254945835
C008235,0.242988817
C002238,0.168064274
C010763,0.283964338
C006709,0.577297096
C008152,0.170872763
C012331,0.485792978
C006326,0.226326551
C001763,0.412509597
C006710,0.220421221
C008635,0.435453781
C008433,0.296875668
C004040,0.254297478
C002653,0.280714454
C009932,0.245548168
C010135,0.278142812
C005105,0.38351716
C004269,0.380877562
C009849,0.292197042
C006285,0.195894437
C003872,0.084666306
C004525,0.15970138
C007641,0.246065591
C000092,0.720315157
C011376,0.277112344
C006398,0.231260861
C009108,0.369591541
C004245,0.244343685
C001502,0.31397193
C006874,0.242109716
C005923,0.270945513
C009056,0.257156522
C012336,0.192517188
C003964,0.290234915
C005633,0.271304438
C000391,0.25295984
C007653,0.21419979
C006565,0.10454556
C008507,0.233166524
C007491,0.23412856
C002243,0.259808897
C008871,0.046852701
C009918,0.402691136
C002927,0.259511039
C007114,0.515412918
C000480,0.25151464
C002444,0.29745333
C000294,0.183116749
C000659,0.153584989
C007765,0.305217735
C010755,0.211678227
C003609,0.464446367
C004217,0.243185062
C009809,0.178596278
C008259,0.223080473
C000956,0.141321881
C001301,0.201550072
C000467,0.358680683
C000101,0.188145739
C006065,0.135141515
C001108,0.194619341
C001217,0.189657087
C009958,0.424802913
C007345,0.178763568
C007854,0.125717946
C005619,0.21780708
C005074,0.300830908
C007694,0.126542357
C012087,0.404660478
C005626,0.422281981
C007458,0.311440677
C000986,0.199400353
C000177,0.121817419
C000793,0.302325189
C009818,0.159641603
C006228,0.139859687
C003052,0.162658947
C000293,0.071524659
C001127,0.150853365
C003253,0.104378822
C001699,0.137357147
C007418,0.097106899
C001850,0.183042626
C004232,0.166288099
C004555,0.508947837
C002219,0.151181453
C007407,0.073162852
C009768,0.240239601
C001068,0.119110658
C004301,0.107576871
C001557,0.139473037
C012072,0.089630456
C007959,0.176193703
C003942,0.49232922
C001814,0.262711442
C007836,0.38361586
C002680,0.068265634
C005368,0.073211785
C007346,0.303669294
C000894,0.281431601
C009175,0.476868473
C007704,0.430945651
C007551,0.387989038
C002052,0.436244385
C010677,0.386791294
C001357,0.464909313
C008256,0.36882781
C008927,0.386992705
C001405,0.531460402
C000687,0.399094771
C010198,0.463765088
C010729,0.474517776
C010812,0.488523194
C010117,0.469833891
C004798,0.468791765
C011118,0.4040401
C003514,0.359652838
C005513,0.393083662
C007534,0.298943619
C000056,0.5157497
C001805,0.305949502
C006071,0.317586224
C004597,0.286853609
C010006,0.349865092
C003314,0.325753653
C007025,0.346044611
C010789,0.329648028
C008066,0.30867883
C011560,0.286029788
C012211,0.455504046
C002796,0.350508025
C003604,0.382492616
C007431,0.332896474
C002284,0.360608706
C000037,0.276373027
C002557,0.300955215
C010358,0.366748494
C005917,0.335482623
C003247,0.291324509
C010569,0.286035186
C006159,0.291373014
C003645,0.505596355
C011638,0.241843649
C005781,0.238633269
C003431,0.456419099
C010516,0.326120419
C006697,0.243815276
C007171,0.334893754
C009407,0.270415231
C006114,0.526802071
C001412,0.501381921
C000428,0.278983895
C000958,0.281964536
C004365,0.30446472
C010364,0.367081194
C003592,0.283933815
C011889,0.358042951
C004649,0.610441787
C008490,0.424325229
C004356,0.318255099
C003893,0.230318991
C002511,0.251273063
C000639,0.44829487
C011599,0.390066779
C000256,0.341125204
C004605,0.340810783
C008673,0.220667377
C011837,0.414093694
C003752,0.622782421
C005492,0.309462272
C000316,0.307834853
C011078,0.140291827
C007652,0.877556402
C006131,0.296506806
C001727,0.279368353
C005926,0.348848957
C007352,0.356070634
C009111,0.276834462
C006684,0.363834819
C006800,0.313486446
C006932,0.196262724
C005115,0.273638914
C010526,0.283812483
C006507,0.252117272
C009337,0.233299234
C001526,0.34240401
C009185,0.222789796
C012224,0.215584329
C000875,0.190858401
C010323,0.19785541
C002813,0.271245985
C012101,0.205026416
C000430,0.198127005
C000047,0.750840839
C000350,0.391006242
C008784,0.249453751
C000963,0.452060421
C009305,0.181649324
C005940,0.169574583
C007847,0.216492552
C006834,0.35728235
C001282,0.22299187
C005761,0.172857948
C011175,0.172356725
C009542,0.243505207
C011324,0.181467633
C004267,0.189897014
C007651,0.279528838
C008822,0.511734706
C007516,0.18206746
C001459,0.22716071
C008837,0.194097666
C008017,0.197470198
C002441,0.123619681
C002886,0.199018045
C008821,0.334466397
C002082,0.168745952
C001342,0.259593919
C006699,0.124479373
C008943,0.141511382
C011072,0.133644491
C007269,0.164375638
C005930,0.103327603
C004008,0.150243208
C005825,0.495657292
C005451,0.3364014
C002042,0.159793613
C012302,0.179307494
C000740,0.3368945
C001512,0.094789063
C010100,0.341424989
C006575,0.419625954
C007046,0.3019899
C006938,0.451250545
C005000,0.282051537
C011646,0.328562497
C005136,0.276692781
C005793,0.375763947
C004625,0.516861605
C005168,0.351118156
C007955,0.381370652
C004600,0.302378368
C009951,0.627083783
C009650,0.331059158
C007807,0.484164557
C004806,0.39507131
C010579,0.236510071
C002470,0.594644649
C009642,0.322656399
C007199,0.294819759
C003863,0.38872651
C003560,0.389690286
C008339,0.477009645
C008418,0.400533948
C004926,0.396440824
C001163,0.476039934
C009954,0.338176755
C000631,0.297667143
C002675,0.32629076
C000910,0.304064998
C011814,0.224866039
C007111,0.206171386
C003337,0.232921299
C001787,0.346770457
C010079,0.22207924
C008349,0.321299657
C007062,0.264265916
C007270,0.391661634
C003549,0.358243343
C001752,0.241080192
C007399,0.174956424
C005858,0.281017273
C007312,0.992453796
C010507,0.252370585
C002831,0.328793984
C010300,0.434498036
C011314,0.513595848
C010621,0.316276602
C005363,0.251124692
C010605,0.376550772
C009758,0.258725175
C002652,0.403335467
C002802,0.478524252
C000251,0.311688649
C006428,0.382446571
C004986,0.200239951
C007963,0.212288954
C008248,0.292154278
C011947,0.326140746
C011026,0.180297921
C008489,0.181777416
C010410,0.542382195
C004865,0.275850086
C005864,0.532145439
C006076,0.255359129
C003582,0.297634817
C004374,0.251181012
C006436,0.237624507
C007696,0.174586707
C008802,0.292649628
C010878,0.278292795
C004941,0.249400684
C008347,0.232646097
C008528,0.186929553
C000788,0.327688245
C004848,0.411653775
C009471,0.342037573
C010892,0.318130398
C009556,0.184927331
C008889,0.172602452
C011899,0.280999378
C012020,0.197313158
C004361,0.435009874
C009748,0.223926072
C000994,0.196259684
C008545,0.233393344
C010147,0.308351838
C002137,0.296609539
C001046,0.267410509
C002398,0.248157963
C003794,0.149946203
C001101,0.187508469
C008312,0.205389473
C000481,0.27863919
C005701,0.193536561
C003672,0.371447316
C006868,0.578920737
C012022,0.26300742
C000147,0.321793419
C002816,0.336659167
C003876,0.570881102
C005886,0.201471532
C011604,0.253022372
C011589,0.140832587
C005531,0.155921138
C006038,0.32341039
C005476,0.316469403
C008564,0.121615492
C010034,0.256888957
C003838,0.211516239
C011305,0.251570981
C006374,0.306564604
C002565,0.192403713
C002929,0.176381458
C008636,0.154755699
C010837,0.487824555
C009249,0.213226656
C005322,0.138280629
C007389,0.194559384
C010288,0.140344404
C000046,0.324748475
C000937,0.078596021
C005340,0.263262221
C005477,0.218851223
C008796,0.204607512
C002566,0.416146871
C006385,0.225986992
C007602,0.151900013
C008135,0.169634875
C007313,0.178717819
C004380,0.156791531
C005987,0.375763792
C005596,0.18335352
C009223,0.125608012
C010607,0.135303863
C001645,0.126414954
C009349,0.154414233
C001120,0.127723928
C001704,0.11557814
C003302,0.145605691
C010212,0.115933696
C012187,0.146979065
C007997,0.136445846
C001396,0.121157106
C005838,0.128535153
C001507,0.157016652
C010274,0.168304832
C002356,0.193535281
C006887,0.307184658
C006488,0.185297621
C005218,0.195306929
C001536,0.12499883
C011260,0.176483278
C010663,0.120995102
C012228,0.204865887
C012076,0.060527506
C009634,0.188439787
C001930,0.12341015
C006798,0.092550259
C009482,0.558474902
C001162,0.494972514
C009841,0.433298492
C003343,0.359284315
C005762,0.274333759
C000929,0.342998459
C001697,0.285587674
C003283,0.266518607
C002012,0.337079077
C007722,0.437488465
C003442,0.2706701
C002512,0.314574028
C006359,0.310955127
C011679,0.390494945
C008933,0.263284708
C006477,0.518976235
C002023,0.378830188
C002287,0.23099683
C009205,0.628355318
C003116,0.269345826
C000729,0.215486218
C011465,0.276127712
C004733,0.218811844
C002313,0.586913031
C001313,0.431276151
C000796,0.49491258
C011969,0.321629403
C009335,0.368479207
C010683,0.19164689
C008328,0.284735127
C001414,0.259529677
C004766,0.334994126
C001893,0.307752491
C011926,0.279505808
C000769,0.282669737
C009925,0.208049416
C001546,0.289770482
C000939,0.439328533
C003211,0.246960359
C010582,0.427084414
C002337,0.22666179
C009125,0.267949683
C011039,0.254887695
C005878,0.235330278
C002299,0.355784367
C010299,0.201702994
C010465,0.407556767
C004699,0.266855956
C010848,0.165839428
C003321,0.226834534
C008485,0.22566237
C004614,0.138137466
C005403,0.199287468
C002716,0.180818229
C000274,0.070231452
C003710,0.237327785
C002105,0.333453692
C005599,0.223846749
C012083,0.438983139
C003655,0.069847908
C010033,0.182113004
C010564,0.568234171
C002852,0.367591255
C005309,0.38623169
C009933,0.310526489
C001011,0.422013244
C001481,0.426017717
C010258,0.414542801
C003443,0.456164413
C001944,0.4808627
C010851,0.350744875
C000815,0.548390967
C002710,0.276158484
C004604,0.266391102
C009847,0.21743079
C011235,0.089468028
C004542,0.273558374
C008953,0.236443638
C008264,0.235519345
C011591,0.19145778
C003557,0.47796319
C000145,0.261515428
C004446,0.277641947
C005676,0.23142164
C005383,0.305293698
C010123,0.489772081
C007328,0.477819033
C002263,0.23610937
C001205,0.318579294
C011874,0.233485087
C003190,0.421674158
C000822,0.329863543
C011233,0.471067136
C009755,0.312835499
C005059,0.317010566
C005187,0.275208302
C000706,0.270708193
C011432,0.259586868
C005078,0.224292895
C011923,0.189459445
C010215,0.247015225
C010765,0.232261775
C007158,0.177904485
C009314,0.252300733
C002768,0.248371506
C011162,0.266828502
C008380,0.450339756
C005559,0.695697257
C009011,0.333295522
C009686,0.480583188
C000310,0.291804346
C000791,0.461944663
C003611,0.230256669
C000427,0.235955968
C005085,0.186355943
C000081,0.23237897
C012314,0.180831235
C009488,0.160261205
C011195,0.335054617
C001590,0.35411754
C009831,0.164682862
C006496,0.180449165
C004329,0.19073896
C007692,0.149855638
C002427,0.176352455
C000801,0.356812594
C003787,0.215016879
C005973,0.210201422
C009687,0.212400733
C002584,0.175401054
C000002,0.140541074
C000614,0.165622608
C003270,0.267459827
C007970,0.13432559
C007456,0.177155359
C007052,0.197382986
C005236,0.247383761
C003352,0.250234147
C007940,0.265717856
C002234,0.049801085
C003129,0.105583109
